play_idx,rmse,position,seed
837,0.6772674918174744,CB,42
838,1.2980029582977295,SS,42
839,0.6104928255081177,CB,42
840,0.16614681482315063,CB,42
841,1.711808681488037,FS,42
842,1.9718494415283203,CB,42
843,2.751850128173828,SS,42
844,1.0578341484069824,CB,42
845,2.1759750843048096,CB,42
846,3.620922327041626,FS,42
847,0.7325157523155212,CB,42
848,2.359492540359497,CB,42
849,1.1281496286392212,CB,42
850,0.5386614799499512,FS,42
851,0.9149263501167297,CB,42
852,1.5098034143447876,CB,42
853,0.19573244452476501,CB,42
854,0.7643385529518127,CB,42
855,1.5743238925933838,FS,42
856,0.687463104724884,CB,42
857,0.5514421463012695,SS,42
858,0.3900595009326935,CB,42
859,0.40688470005989075,CB,42
860,1.6194310188293457,FS,42
861,0.7440513968467712,CB,42
862,0.458478182554245,CB,42
863,0.11281441152095795,CB,42
864,1.5923118591308594,FS,42
865,3.1931028366088867,CB,42
866,4.661344051361084,SS,42
867,1.8709454536437988,CB,42
868,0.8064132332801819,CB,42
869,5.404247760772705,FS,42
870,0.7629457712173462,CB,42
871,0.5097233057022095,SS,42
872,0.5476549863815308,CB,42
873,0.35389113426208496,CB,42
874,0.9256118535995483,FS,42
875,1.3281095027923584,CB,42
876,0.5126205086708069,SS,42
877,1.0460176467895508,CB,42
878,2.7294702529907227,CB,42
879,1.1289565563201904,FS,42
880,1.9919134378433228,CB,42
881,1.5511747598648071,SS,42
882,0.5756928324699402,CB,42
883,0.5937252044677734,CB,42
